Identifier,Method,Basis Set,Number of Basis Functions,Charge,Multiplicity,Molecular Weight,RAM Used (MB),Number of Processors,Total CPU Time (s),Electronic Energy (HF),Enthalpy (HF),Entropy (HF),Gibbs Free Energy (HF),Vibrational Frequency 6 (cm-1),Vibrational Frequency 7 (cm-1),Vibrational Frequency 8 (cm-1),Vibrational Frequency 9 (cm-1),Error Code,Smallest log10(kcal mol-1) SCF Energy Diff
REGXAC_CREST86,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.8,8.0,152119.0,-944.40229732,-943.82693388,0.06988708,-943.89682096,33.26,61.72,80.99,103.45,,-4.811248203257555
REGXAC_CREST87,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1437.7,16.0,452556.0,-944.40352494,-943.8288891,0.07115497,-943.90004407,28.65,48.64,72.23,77.31,,-4.978860619200855
REGXAC_CREST88,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.4,8.0,227543.0,-944.40567303,-943.82934218,0.06904439,-943.89838657,63.44,67.89,87.37,98.98,,-5.404231691207434
REGXAC_CREST89,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1444.4,8.0,135754.0,-944.4099908,-943.83382995,0.06952402,-943.90335397,49.12,64.65,77.74,105.95,,-4.378237192859494
REGXAC_CREST9,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1443.8,8.0,114012.0,-944.41360965,-943.83889203,0.07002408,-943.90891611,44.85,55.63,72.53,80.39,,-5.351155473157625
REGXAC_CREST90,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,234.6,16.0,939296.0,-944.402211600884,,,,,,,,Optimization Did Not Converge,-4.671159716017884
REGXAC_CREST91,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1439.0,16.0,273577.0,-944.40912212,-943.83404365,0.0701505,-943.90419415,41.25,62.68,75.04,90.85,,-5.279112245727611
REGXAC_CREST92,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1443.8,8.0,160447.0,-944.39685864,-943.82239273,0.07046069,-943.89285342,42.17,64.38,81.85,91.14,,-5.515717570635366
REGXAC_CREST93,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1445.1,8.0,131200.0,-944.41206892,-943.83446937,0.06894803,-943.9034174,55.66,71.86,84.64,105.3,,-4.234794418047535
REGXAC_CREST94,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1445.8,8.0,266875.0,-944.41090734,-943.83657125,0.07031567,-943.90688692,54.74,57.63,68.98,77.51,,-5.004009283019646
REGXAC_CREST95,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1446.3,8.0,139127.0,-944.40916089,-943.8328283,0.0697507,-943.902579,42.04,68.08,77.45,91.02,,-4.214319994320803
REGXAC_CREST96,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1443.3,16.0,703717.0,-944.41122372,-943.83344258,0.0677984,-943.90124098,-637.57,61.97,68.83,83.39,,-4.689798053350301
REGXAC_CREST97,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1445.1,8.0,142151.0,-944.40397991,-943.82835065,0.07005705,-943.8984077,35.61,63.14,77.54,91.34,,-4.816422617176889
REGXAC_CREST98,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1446.6,8.0,141474.0,-944.40072932,-943.82513096,0.07029325,-943.89542421,46.03,66.49,78.52,100.21,,-4.260162977719881
REGXAC_CREST99,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1444.9,8.0,141282.0,-944.4040165,-943.82851488,0.0702821,-943.89879698,30.37,63.15,72.67,89.49,,-4.972032814434351
